name,thumbnail,total_view,total_episode,avg_view,link,score,score_count,score_rate,first_launched_date,author,director,agent,animator,types,intro
在地下城尋求邂逅是否搞錯了什麼 第五季,https://p2.bahamut.com.tw/B/ACG/c/92/0000136292.JPG,986000.0,7,140857.14285714287,https://ani.gamer.com.tw/animeRef.php?sn=113644,4.9,6701.0,0.006796146044624746,2024-10-03,大森藤野,橘秀樹,木棉花,J.C.STAFF,"['動作', '冒險', '奇幻', '魔法', '戀愛']","女神祭――那是讓迷宮都市歐拉麗籠罩在熱鬧非凡、慶祝豐收的祭典。在祭壇供奉象徵豐饒的女神們，其中也有那位「美之女神」的身影。成功自地下城深層的絕境生還、重回日常的「貝爾．克朗尼」本來也期待著女神祭的熱鬧氣氛……直到他收到來自某個酒館少女所寄來的信。「致貝爾先生，這次的女神祭請和我單獨約會。──希兒」少女在都市某個角落的小酒館所立下的決心，將會令少年和迷宮都市陷入混亂。同時，號稱「最強」的「剽悍勇士（Einheriar）」們現在即將開始行動。這是少年所經歷，少女所期望的眷族神話（Familiar Myth）。"
聽說你們要結婚！？,https://p2.bahamut.com.tw/B/ACG/c/34/0000133934.JPG,312000.0,7,44571.42857142857,https://ani.gamer.com.tw/animeRef.php?sn=113646,4.9,2523.0,0.008086538461538461,2024-10-03,若木民喜,博史池畠,Aniplus,葦Production,"['喜劇', '戀愛', '溫馨', '職場']","就職於首都圈內的旅行社JTC企劃部的上班族「大原拓也」與「本城寺莉香」，兩人都不擅長與人交往。不引人注目，卻過著充實的單身生活。然而，由於阿拉斯加分店的開設創立，公司決定在一年後優先派遣單身員工前去赴任。為了守護最心愛的單身日常生活，莉香向拓也提出了一個計劃──幾乎沒有說過話的雙方，假裝將在365天後結婚！？這消息傳到同事耳中之後，大家的祝福與發問反而成了巨大的壓力以及破綻。莉香再次提議要與拓也一起編造愛情經歷，假造兩人真的是情侶的證據。於是，他們開始像一般情侶一樣約會、半同居。面對著婚姻的現實、焦慮、責任與未來，他們的心境又會出現怎樣的變化？"
新網球王子 U-17 世界盃 SEMIFINAL,https://p2.bahamut.com.tw/B/ACG/c/28/0000133028.JPG,224000.0,7,32000.0,https://ani.gamer.com.tw/animeRef.php?sn=113643,4.1,597.0,0.0026651785714285714,2024-10-03,許斐剛,徳本善信,曼迪,M.S.C,"['超能力', '校園', '青春', '運動', '競技']","從世界排名第三的法國手中取勝，龍馬等人順利登上了準決賽的舞台。準決賽的對手，是由職業網球選手波克率領的隊伍，也是排名世界第一的王者德國隊，甚至曾與眾人同甘共苦的手塚也在這支隊伍。日本vs德國——激戰即將揭開序幕！"
Re：從零開始的異世界生活 第三季,https://p2.bahamut.com.tw/B/ACG/c/51/0000131251.JPG,1497000.0,7,213857.14285714287,https://ani.gamer.com.tw/animeRef.php?sn=113642,5.0,12393.0,0.008278557114228457,2024-10-02,長月達平,篠原正寬,木棉花,WHITE FOX,"['動作', '冒險', '奇幻', '異世界', '魔法', '時間穿越', '血腥暴力']","MF文庫J的超人氣小說《Re：從零開始的異世界生活》動畫系列，備受期待的第三季揭開序幕！抵擋艾爾莎等人的猛攻，並在與大兔的戰鬥中和碧翠絲結下契約解放「聖域」之後，已經過了一年。愛蜜莉雅陣營為了即將到來的王選團結一致，菜月昴每天都過得相當充實。這段平穩時光，卻因使者送來的一封書信而告終。那是王選候補者之一，安娜塔西亞寄給愛蜜莉雅的一封邀請函，招待她們前往魯格尼卡五大都市之一──水門都市樸利斯提拉。昴一行人接受邀請前往樸利斯提拉，等待著他們的是各種重逢。有的是意外，有的是不經意，有的則是無可避免。檯面下蠢蠢欲動的惡意與前所未有的危機逐漸浮現。少年即將再次面對殘酷的命運。"
Acro Trip 頂尖惡路,https://p2.bahamut.com.tw/B/ACG/c/03/0000128903.JPG,129000.0,8,16125.0,https://ani.gamer.com.tw/animeRef.php?sn=113641,4.6,852.0,0.006604651162790698,2024-10-02,佐和田米,小竹步,回歸線娛樂,Voil,"['動作', '奇幻', '魔法', '喜劇', '悠閒']",來到祖父家的「地圖子」，偶然遇見了守護城市的魔法少女「Berry Blossom」，隨即為她深深著迷。可是敵對的邪惡組織「深淵」總帥「庫洛馬」的攻擊實在過於平淡，正邪雙方的戰鬥一點都不精采。一心想欣賞蓓莉大展身手的地圖子，內心的不滿越積越多…。「想讓魔法少女更加地耀眼…給我更多的苦戰！」這樣的欲望（？）卻引導內向的少女走上惡路……
結緣甘神神社,https://p2.bahamut.com.tw/B/ACG/c/60/0000131860.JPG,478000.0,7,68285.71428571429,https://ani.gamer.com.tw/animeRef.php?sn=113640,4.8,3626.0,0.007585774058577406,2024-10-01,內藤Marcey,安部祐二郎、渡邊浩,Aniplus,Drive,"['喜劇', '戀愛', '青春']",在孤兒院長大的男高中生「上終瓜生」，以考上京都大學醫學系並成為醫生為目標奮鬥著。有一天，他被通知自己到了需要離開孤兒院去別家借住的年紀，因而寄住到了遠方親戚家的「甘神神社」。本來只是想要一個能唸書的環境，沒想到借住的條件竟然是「入贅繼承神社」！而結婚的候補對象就是神社的巫女三姊妹！早熟的「甘神朝姬」、態度尖銳的「甘神夕奈」、冒失單純的「甘神夜重」。與個性迥異的三姊妹相處，讓瓜生的生活變得波瀾萬丈。等待他們的究竟是新的化學反應？還是神明的奇蹟？
最狂輔助職業【話術士】世界最強戰團聽我號令,https://p2.bahamut.com.tw/B/ACG/c/33/0000138933.JPG,999000.0,7,142714.2857142857,https://ani.gamer.com.tw/animeRef.php?sn=113634,4.6,5590.0,0.0055955955955955955,2024-09-30,Jaki,高村雄太,木棉花,FelixFilm×畫狂,"['動作', '冒險', '奇幻', '魔法', '血腥暴力', '黑暗']","少年「諾艾爾」有個被稱作不滅惡鬼的英雄祖父。他崇拜祖父，立志成為最強探索者，然而他的職能卻是被評為最弱的支援職「話術士」。諾艾爾繼承祖父的遺志，透過非比尋常的努力，獲得與探索者相符的力量。然而，依舊無法彌補天生才能造成的差距──但他那無與倫比的才智開花結果，讓他找到了通往最強的道路。那就是尋找夥伴，創建最強的組織，並率領這個組織──思索策略，玩弄敵人，率領夥伴，往遙遠的高峰前進。最狂的「話術士」將不擇手段開闢通往最強的道路。"
嘆氣的亡靈想隱退,https://p2.bahamut.com.tw/B/ACG/c/16/0000137916.JPG,1247000.0,7,178142.85714285713,https://ani.gamer.com.tw/animeRef.php?sn=113668,4.9,7054.0,0.005656776263031275,2024-09-29,槻影,高田真宏,木棉花,ZERO-G,"['冒險', '奇幻', '魔法', '喜劇']","「一起成為寶物獵人吧。目標只有一個，就是成為世界最強的英雄！」過去立下如此誓言的六人當中，僅有一位少年毫無才能可言。某天，兒時玩伴在聽見他灰心喪志的話語後這麼說了：「克萊，既然你沒什麼特別的職責，那就當隊長吧。」《嘆息的亡靈》──這支由天賦過於異稟的怪物們（＝兒時玩伴們）所組成的隊伍，名號在數年間就轟動整個帝都，而位居其頂點的他，在不知不覺之間就被視為最強隊伍的隊長而受人崇拜。他的言行舉止總是會由於周遭人士雀躍的期待而遭到誤會，事態也會朝向未曾預料的方向發展……這是一段，以「最強隊伍的隊長」、「最強的集團團長」聞名天下的克萊．安東黎西，其充滿榮耀與苦惱的英雄故事！"
轉生貴族憑鑑定技能扭轉人生 第二季,https://p2.bahamut.com.tw/B/ACG/c/54/0000140154.JPG,666000.0,6,111000.0,https://ani.gamer.com.tw/animeRef.php?sn=113667,4.8,3773.0,0.005665165165165165,2024-09-29,未來人A,加戶譽夫,Ani-One,studio MOTHER,"['奇幻', '異世界', '魔法', '感人', '戰爭']","擁有能識別他人能力和狀態的「鑑定技能」，「亞爾斯·羅本特」轉生到了異世界。他發掘出隱藏於世間的「逸材」，並不斷壯大自己的領地，在米希安王國的影響力日益增強。在此期間，「柯蘭·薩雷馬基亞」和「巴薩馬克·薩雷馬基亞」圍繞米希安王國下一任總督之位的爭奪愈演愈烈。終於，亞爾斯決定以柯蘭陣營的身份，迎來了他的初次上陣——。亞爾斯與夥伴們的異世界統一記，戰亂的新篇章正式開啟！"
魔王陛下，RETRY！R,https://p2.bahamut.com.tw/B/ACG/c/37/0000135037.JPG,215000.0,7,30714.285714285714,https://ani.gamer.com.tw/animeRef.php?sn=113659,3.2,1264.0,0.005879069767441861,2024-09-28,神埼黑音、身ノ丈 あまる,古賀一臣,回歸線娛樂,月虹,"['冒險', '奇幻', '異世界', '魔法']","大野晶登入自己營運的「INFINITY GAME」的大頭目「魔王・九內伯斗」後，就直接被傳送到異世界去。他與在異世界遇到的神秘少女「亞可」和聖女「露娜」等遊戲中的部下與異世界夥伴們，一步步地穩固在異世界的勢力，同時踏上尋找回到現實世界的嶄新旅程。以「魔王」為中心的故事再度展開......！"
孤單一人的異世界攻略,https://p2.bahamut.com.tw/B/ACG/c/91/0000137491.JPG,909000.0,8,113625.0,https://ani.gamer.com.tw/animeRef.php?sn=113645,4.1,3721.0,0.004093509350935094,2024-09-26,五示正司,鹿住朗生,木棉花,Hayabusa Film×Passione、Frontier Engine,"['動作', '冒險', '奇幻', '異世界', '喜劇']","在高中度過「邊緣人」生活的「遙」，上課時突然跟同班同學一起被召喚到異世界。只要從外掛技能清單中選擇喜歡的技能，神明就會賜予你──本來應該是這樣的，但外掛技能是先搶先贏，所以強勢技能都已經被同學們拿完了！？ 由於神明惱羞成怒，遙被硬塞了全部剩下的負面技能，還因為技能『邊緣人』的關係，到了異世界也只能孤單一人冒險……。此時，他得知同班同學陷入危機，悄悄決定要救出他們。不依賴外掛，還要超越外掛──最強「邊緣人」的異世界困難模式攻略譚，開幕！"
TRUMP 系列 Delico’s Nursery,https://p2.bahamut.com.tw/B/ACG/c/32/0000134732.JPG,169000.0,11,15363.636363636364,https://ani.gamer.com.tw/animeRef.php?sn=113599,4.7,1020.0,0.006035502958579882,2024-08-08,末滿健一,錦織博,曼迪,J.C.STAFF,"['奇幻', '推理', '懸疑']","旋渦中的陰謀與育兒──這裡是傳說中擁有吸血種族與人類種共存卻又對立的世界，高貴的吸血種族們在辛苦培育自己的孩子之時，也被捲入了傳說中擁有永生的吸血種「TRUMP」的相關可疑陰謀……。吸血種的最高統之機關《血盟議會》，委託名門德里克家的「達利・德里克」一項任務，達利卻乾脆地拒絕了。氣憤不已的葛哈特、以及迪諾、安立奎前去達利宅邸遊說他，卻看到他哄著自家的孩子。另一方面，各地發生以吸血種為目標的連續殺人事件，可能是幕後黑手的反社會組織，似乎與達利過去有某種緣分……。在壯麗的哥德風格的世界中掀起一陣波瀾，達利他們能兼顧最優先任務，並且賭上尊嚴帶小孩嗎？他將圍繞著家族展開熱血和自豪的因緣故"
敗北女角太多了！,https://p2.bahamut.com.tw/B/ACG/c/68/0000136968.JPG,3609000.0,12,300750.0,https://ani.gamer.com.tw/animeRef.php?sn=113577,5.0,28418.0,0.007874203380437794,2024-07-14,雨森焚火,北村翔太郎,木棉花,A-1 Pictures,"['校園', '喜劇', '戀愛', '青春']","第15屆小學館輕小說大獎《GAGAGA獎》得獎作，眾所期盼的TV動畫化！沒能贏得心上人戀情的女孩──「敗北女角」！平常擔任班上背景人物的「溫水和彥」，偶然目擊人氣女同學八奈見杏菜被男生甩掉的失戀現場。以此為契機，愛吃的青梅竹馬系女角「八奈見杏菜」、活力充沛的運動系女角「燒鹽檸檬」、怕生的小動物系女角「小鞠知花」等洋溢著敗北感的女生接連登場——？……但願這些因為敗北而閃耀的少女們都能幸福。被有點缺憾的敗北女角──敗女們環繞，新感覺、亂糟糟的敗走系青春故事就此揭幕！"
為何我的世界被遺忘了？,https://p2.bahamut.com.tw/B/ACG/c/22/0000134322.JPG,674000.0,12,56166.666666666664,https://ani.gamer.com.tw/animeRef.php?sn=113589,3.8,2971.0,0.004408011869436202,2024-07-13,細音啟,南川達馬,Ani-One,project No.9,"['動作', '冒險', '奇幻', '戰爭']",由五種族爭奪地表霸權的大戰，最終以人類拿下勝利落幕。然而，這樣的世界卻突然在少年「凱伊」面前遭到「覆寫」。凱伊在那個宛如平行時空的世界裡看到的不僅是支配地表的種族變成龍族和惡魔，他更成了被全人類遺忘的存在。在他與神秘少女鈴娜相遇後，決定在這個沒有英雄的世界裡，繼承英雄之劍，向統治世界的強大敵方宣戰。被世界遺忘的少年立志「奪回真正世界」的王道奇幻戰鬥故事，就此開幕！
現代誤譯,https://p2.bahamut.com.tw/B/ACG/c/49/0000138349.JPG,53000.0,12,4416.666666666667,https://ani.gamer.com.tw/animeRef.php?sn=113595,4.5,425.0,0.008018867924528302,2024-07-12,,津田健次郎、浪川大輔,曼迪,ILCASHIPS,"['喜劇', '悠閒', '闔家觀賞']","人氣聲優津田健次郎及浪川大輔攜手組成的團體「超電導dB」的全新挑戰，活用了偉人名言的短劇動畫，在「現代」以「誤譯」的方式呈現，讓觀眾能從中學習名言的真正涵意。本作分為由個性豐富的腳本家和動畫角色們共同出演的動畫段落，以及真人實境紀錄段落，毫不隱瞞地深入探索本作的製作祕辛。除了主導企劃的兩位聲優，更集結「宮野真守、內山昂輝、梶裕貴、下野紘、山下大輝」等超人氣聲優共同演出，並由宮野真守獻唱主題曲「The Battle」，結合『明天，或許能跨出成長的那一步』的名言，配上一點獨特笑料與現實感，讓每集都有精采展開！"
這是妳與我的最後戰場，或是開創世界的聖戰 第二季,https://p2.bahamut.com.tw/B/ACG/c/65/0000126265.JPG,150000.0,4,37500.0,https://ani.gamer.com.tw/animeRef.php?sn=113594,4.5,1664.0,0.011093333333333334,2024-07-10,細音啟,稻葉友紀,Aniplus,Studio Palette×SILVER LINK.,"['動作', '冒險', '奇幻', '戀愛', '戰爭']",科技發達的機械化理想國度—天帝國；驅使超自然力量·星靈術，作為「魔女之國」受人畏懼—涅比利斯皇廳。兩國的漫長戰爭仍在持續著。帝國最強戰力「伊思卡」和別名「冰禍的魔女」的皇廳公主「愛麗絲莉潔」在激戰中逐漸了解對方的真心，被對方的人生理念和理想所吸引，成為了勁敵。二人粉碎了帝國和皇廳的陰謀，約定改日再見後，走上了各自的道路，卻以意外的形式實現了約定。「伊思卡」和愛麗絲的妹妹「希絲蓓爾」達成交易，並作為她的護衛潛入了皇廳。愛麗絲為了尋找希絲蓓爾，來到了皇廳的都市。偶然的重逢讓二人的內心燃燒得更加激烈，然而與此同時，帝國的間諜「純血種·受試體E」在皇廳內部暗中活躍，帝國的「特殊任務·女王捕獲計劃」
哎咕島消失的舔甜歌姬,https://p2.bahamut.com.tw/B/ACG/c/39/0000138939.JPG,564000.0,12,47000.0,https://ani.gamer.com.tw/animeRef.php?sn=113562,4.9,6108.0,0.010829787234042553,2024-07-09,江口拓也,Masa Mori,Ani-One,Studio Outrigger、81 Produce,"['奇幻', '喜劇', '泡麵番']","聲優「江口拓也」的畫竟然動畫化了！？在某片海洋上漂浮著一座名為「EGU島」的島嶼。島上唯一的娛樂就是傾聽歌姬「世界末日」的歌聲。村民們日復日地陶醉在她的歌聲之中。然而，這悠閒的時光卻轉瞬即逝。自從歌姬失蹤事件發生後，島上充斥著「憤怒」、「懷疑」與「不安」，各式各樣的念頭便開始蠢蠢欲動…。圍繞「世界末日」的舔舔大戰即將展開！掌握其命運的就是傳說中的遺產「EGUMI遺產」！"
曾經、魔法少女和邪惡相互為敵。,https://p2.bahamut.com.tw/B/ACG/c/27/0000136527.JPG,1021000.0,12,85083.33333333333,https://ani.gamer.com.tw/animeRef.php?sn=113597,4.9,8542.0,0.008366307541625857,2024-07-09,藤原可可亞,大橋明代,曼迪,BONES,"['奇幻', '魔法', '戀愛']",冷酷無情的邪惡組織參謀，某天遇見了與之對抗的魔法少女，並對魔法少女一見鍾情。從此邪惡參謀在策劃統治世界時也不忘買甜點蛋糕送魔法少女吃、在計畫奴役人類時也不忘關心魔法少女、在壯大邪惡組織勢力的同時也不忘和魔法少女打情罵俏。同事來幫忙就扯同事的後腿、部下抓住魔法少女就放走魔法少女......。一場最殘忍、最傲嬌、最悲戚且最可愛的正與邪的搞笑戰鬥，在此揭開序幕！
異世界悠閒紀行～邊養娃邊當冒險者～,https://p2.bahamut.com.tw/B/ACG/c/94/0000136694.JPG,805000.0,12,67083.33333333333,https://ani.gamer.com.tw/animeRef.php?sn=113584,4.4,3036.0,0.0037714285714285714,2024-07-08,水無月靜琉,濁川敦,木棉花,EMT Squared、Bros. Bird,"['冒險', '奇幻', '異世界', '悠閒']","「巧·茅野（茅野巧）」由於神的失誤而不幸喪命，因此轉生。在獲得各種技能，被送到異世界後，他身處在有魔物潛伏的危險森林裡。巧在森林裡發現了一對應是雙胞胎的年幼男童及女童，他將兩個孩子分別命名為「亞倫」和「艾蓮娜」後收養了他們。巧雖然很驚訝他們能靠格鬥術輕鬆地打倒魔物，但在抵達城鎮後仍為了生活，去冒險者公會登記成為了冒險者。守護著亞倫和艾蓮娜的成長，悠哉的冒險者生活就此揭開序幕！"
深夜 Punch,https://p2.bahamut.com.tw/B/ACG/c/97/0000137597.JPG,372000.0,12,31000.0,https://ani.gamer.com.tw/animeRef.php?sn=113559,4.9,3319.0,0.008922043010752688,2024-07-08,影片投稿少女,本間修,Ani-One,P.A.WORKS,"['奇幻', '超能力', '喜劇']",三人組NewTuber「活力姐妹」中的「真吉」真咲真希，由於直播中的問題行為引發炎上，最終被頻道開除並趕走。在構思該如何絕地反擊之際，「真咲」遇到了吸血鬼「利布」。真咲向被她的血吸引的利布提出了影片合作的請求。而作為報酬，她提出的條件竟然是「如果達到一百萬訂閱，你可以吃掉我。」？！絕對要實現夢想的影片投稿少女×絕對想要吃掉她的吸血鬼，這場拼死的影片拍攝正式開始了！
